kills,actions,timer,hits_taken,total_damage_taken,hit_miss_ratio,token,created_at
18.0,135,50,1.0,15.0,0.9733334,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NzYyMTAsImp0aSI6ImFjNDJjYTU4LTZkYWQtNDE1Yy04ZmQxLTJiNjYxNjhhYmY0MyJ9.,2023-08-11 17:54:26 UTC
22.0,167,55,1.0,15.0,0.9680851,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NzYyMTAsImp0aSI6ImFjNDJjYTU4LTZkYWQtNDE1Yy04ZmQxLTJiNjYxNjhhYmY0MyJ9.,2023-08-11 17:54:31 UTC
27.0,193,60,1.0,15.0,0.9736842,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NzYyMTAsImp0aSI6ImFjNDJjYTU4LTZkYWQtNDE1Yy04ZmQxLTJiNjYxNjhhYmY0MyJ9.,2023-08-11 17:54:36 UTC
32.0,226,65,1.0,15.0,0.9489051,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NzYyMTAsImp0aSI6ImFjNDJjYTU4LTZkYWQtNDE1Yy04ZmQxLTJiNjYxNjhhYmY0MyJ9.,2023-08-11 17:54:41 UTC
37.0,253,70,3.0,45.0,0.9461078,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NzYyMTAsImp0aSI6ImFjNDJjYTU4LTZkYWQtNDE1Yy04ZmQxLTJiNjYxNjhhYmY0MyJ9.,2023-08-11 17:54:46 UTC
43.0,264,75,6.0,90.0,0.9179487,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NzYyMTAsImp0aSI6ImFjNDJjYTU4LTZkYWQtNDE1Yy04ZmQxLTJiNjYxNjhhYmY0MyJ9.,2023-08-11 17:54:51 UTC
0.0,3,5,0.0,0.0,0.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzE5MzEsImp0aSI6ImZhYzQ1N2JkLWRjNzgtNDI1MS1iZjU4LTc1OTdmYWJmMzEyYyJ9.,2023-08-12 09:22:00 UTC
0.0,10,10,0.0,0.0,0.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzE5MzEsImp0aSI6ImZhYzQ1N2JkLWRjNzgtNDI1MS1iZjU4LTc1OTdmYWJmMzEyYyJ9.,2023-08-12 09:22:05 UTC
0.0,13,15,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzE5MzEsImp0aSI6ImZhYzQ1N2JkLWRjNzgtNDI1MS1iZjU4LTc1OTdmYWJmMzEyYyJ9.,2023-08-12 09:22:10 UTC
3.0,31,20,1.0,15.0,0.75,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzE5MzEsImp0aSI6ImZhYzQ1N2JkLWRjNzgtNDI1MS1iZjU4LTc1OTdmYWJmMzEyYyJ9.,2023-08-12 09:22:15 UTC
3.0,44,25,2.0,30.0,0.75,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzE5MzEsImp0aSI6ImZhYzQ1N2JkLWRjNzgtNDI1MS1iZjU4LTc1OTdmYWJmMzEyYyJ9.,2023-08-12 09:22:30 UTC
3.0,46,30,2.0,30.0,0.75,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzE5MzEsImp0aSI6ImZhYzQ1N2JkLWRjNzgtNDI1MS1iZjU4LTc1OTdmYWJmMzEyYyJ9.,2023-08-12 09:22:35 UTC
4.0,65,35,5.0,75.0,0.5666667,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzE5MzEsImp0aSI6ImZhYzQ1N2JkLWRjNzgtNDI1MS1iZjU4LTc1OTdmYWJmMzEyYyJ9.,2023-08-12 09:22:40 UTC
7.0,92,40,6.0,90.0,0.6363636,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzE5MzEsImp0aSI6ImZhYzQ1N2JkLWRjNzgtNDI1MS1iZjU4LTc1OTdmYWJmMzEyYyJ9.,2023-08-12 09:22:45 UTC
7.0,98,45,6.0,90.0,0.6363636,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzE5MzEsImp0aSI6ImZhYzQ1N2JkLWRjNzgtNDI1MS1iZjU4LTc1OTdmYWJmMzEyYyJ9.,2023-08-12 09:22:50 UTC
8.0,102,50,6.0,90.0,0.64,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzE5MzEsImp0aSI6ImZhYzQ1N2JkLWRjNzgtNDI1MS1iZjU4LTc1OTdmYWJmMzEyYyJ9.,2023-08-12 09:22:59 UTC
10.0,130,55,6.0,90.0,0.6153846,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzE5MzEsImp0aSI6ImZhYzQ1N2JkLWRjNzgtNDI1MS1iZjU4LTc1OTdmYWJmMzEyYyJ9.,2023-08-12 09:23:04 UTC
10.0,138,60,6.0,90.0,0.5882353,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzE5MzEsImp0aSI6ImZhYzQ1N2JkLWRjNzgtNDI1MS1iZjU4LTc1OTdmYWJmMzEyYyJ9.,2023-08-12 09:23:09 UTC
10.0,138,65,6.0,90.0,0.6,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzE5MzEsImp0aSI6ImZhYzQ1N2JkLWRjNzgtNDI1MS1iZjU4LTc1OTdmYWJmMzEyYyJ9.,2023-08-12 09:23:14 UTC
12.0,141,70,6.0,90.0,0.6075949,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzE5MzEsImp0aSI6ImZhYzQ1N2JkLWRjNzgtNDI1MS1iZjU4LTc1OTdmYWJmMzEyYyJ9.,2023-08-12 09:23:19 UTC
12.0,140,75,6.0,90.0,0.6075949,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzE5MzEsImp0aSI6ImZhYzQ1N2JkLWRjNzgtNDI1MS1iZjU4LTc1OTdmYWJmMzEyYyJ9.,2023-08-12 09:23:24 UTC
13.0,139,80,6.0,90.0,0.6117647,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzE5MzEsImp0aSI6ImZhYzQ1N2JkLWRjNzgtNDI1MS1iZjU4LTc1OTdmYWJmMzEyYyJ9.,2023-08-12 09:23:29 UTC
13.0,130,85,6.0,90.0,0.6117647,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzE5MzEsImp0aSI6ImZhYzQ1N2JkLWRjNzgtNDI1MS1iZjU4LTc1OTdmYWJmMzEyYyJ9.,2023-08-12 09:23:34 UTC
16.0,128,90,6.0,90.0,0.6597938,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzE5MzEsImp0aSI6ImZhYzQ1N2JkLWRjNzgtNDI1MS1iZjU4LTc1OTdmYWJmMzEyYyJ9.,2023-08-12 09:23:39 UTC
16.0,134,95,6.0,90.0,0.627451,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzE5MzEsImp0aSI6ImZhYzQ1N2JkLWRjNzgtNDI1MS1iZjU4LTc1OTdmYWJmMzEyYyJ9.,2023-08-12 09:23:44 UTC
17.0,129,100,6.0,90.0,0.635514,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzE5MzEsImp0aSI6ImZhYzQ1N2JkLWRjNzgtNDI1MS1iZjU4LTc1OTdmYWJmMzEyYyJ9.,2023-08-12 09:23:49 UTC
19.0,131,105,6.0,90.0,0.6495727,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzE5MzEsImp0aSI6ImZhYzQ1N2JkLWRjNzgtNDI1MS1iZjU4LTc1OTdmYWJmMzEyYyJ9.,2023-08-12 09:23:54 UTC
22.0,138,110,6.0,90.0,0.6666667,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzE5MzEsImp0aSI6ImZhYzQ1N2JkLWRjNzgtNDI1MS1iZjU4LTc1OTdmYWJmMzEyYyJ9.,2023-08-12 09:23:59 UTC
24.0,143,115,7.0,105.0,0.680851,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzE5MzEsImp0aSI6ImZhYzQ1N2JkLWRjNzgtNDI1MS1iZjU4LTc1OTdmYWJmMzEyYyJ9.,2023-08-12 09:24:04 UTC
26.0,144,120,7.0,105.0,0.6993464,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzE5MzEsImp0aSI6ImZhYzQ1N2JkLWRjNzgtNDI1MS1iZjU4LTc1OTdmYWJmMzEyYyJ9.,2023-08-12 09:24:09 UTC
32.0,149,125,8.0,120.0,0.7191011,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzE5MzEsImp0aSI6ImZhYzQ1N2JkLWRjNzgtNDI1MS1iZjU4LTc1OTdmYWJmMzEyYyJ9.,2023-08-12 09:24:14 UTC
34.0,153,130,8.0,120.0,0.7083333,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzE5MzEsImp0aSI6ImZhYzQ1N2JkLWRjNzgtNDI1MS1iZjU4LTc1OTdmYWJmMzEyYyJ9.,2023-08-12 09:24:19 UTC
35.0,156,135,8.0,120.0,0.72,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzE5MzEsImp0aSI6ImZhYzQ1N2JkLWRjNzgtNDI1MS1iZjU4LTc1OTdmYWJmMzEyYyJ9.,2023-08-12 09:24:24 UTC
39.0,159,140,9.0,135.0,0.7314815,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzE5MzEsImp0aSI6ImZhYzQ1N2JkLWRjNzgtNDI1MS1iZjU4LTc1OTdmYWJmMzEyYyJ9.,2023-08-12 09:24:29 UTC
40.0,161,145,9.0,135.0,0.7342342,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzE5MzEsImp0aSI6ImZhYzQ1N2JkLWRjNzgtNDI1MS1iZjU4LTc1OTdmYWJmMzEyYyJ9.,2023-08-12 09:24:34 UTC
45.0,162,150,9.0,135.0,0.7572017,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzE5MzEsImp0aSI6ImZhYzQ1N2JkLWRjNzgtNDI1MS1iZjU4LTc1OTdmYWJmMzEyYyJ9.,2023-08-12 09:24:39 UTC
51.0,170,155,9.0,135.0,0.772388,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzE5MzEsImp0aSI6ImZhYzQ1N2JkLWRjNzgtNDI1MS1iZjU4LTc1OTdmYWJmMzEyYyJ9.,2023-08-12 09:24:44 UTC
55.0,177,160,11.0,165.0,0.7874565,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzE5MzEsImp0aSI6ImZhYzQ1N2JkLWRjNzgtNDI1MS1iZjU4LTc1OTdmYWJmMzEyYyJ9.,2023-08-12 09:24:49 UTC
0.0,3,5,0.0,0.0,0.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzI0NTgsImp0aSI6ImM0NzFiZDZiLTMyYmUtNDk5Zi1iNjU5LTA1MTgwODk5OTZiMyJ9.,2023-08-12 09:29:52 UTC
1.0,17,10,0.0,0.0,0.8,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzI0NTgsImp0aSI6ImM0NzFiZDZiLTMyYmUtNDk5Zi1iNjU5LTA1MTgwODk5OTZiMyJ9.,2023-08-12 09:29:57 UTC
2.0,21,15,0.0,0.0,0.6666667,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzI0NTgsImp0aSI6ImM0NzFiZDZiLTMyYmUtNDk5Zi1iNjU5LTA1MTgwODk5OTZiMyJ9.,2023-08-12 09:30:02 UTC
2.0,36,20,0.0,0.0,0.6666667,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzI0NTgsImp0aSI6ImM0NzFiZDZiLTMyYmUtNDk5Zi1iNjU5LTA1MTgwODk5OTZiMyJ9.,2023-08-12 09:30:07 UTC
3.0,52,25,1.0,15.0,0.6956522,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzI0NTgsImp0aSI6ImM0NzFiZDZiLTMyYmUtNDk5Zi1iNjU5LTA1MTgwODk5OTZiMyJ9.,2023-08-12 09:30:12 UTC
5.0,60,30,1.0,15.0,0.625,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzI0NTgsImp0aSI6ImM0NzFiZDZiLTMyYmUtNDk5Zi1iNjU5LTA1MTgwODk5OTZiMyJ9.,2023-08-12 09:30:17 UTC
6.0,77,35,1.0,15.0,0.6486486,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzI0NTgsImp0aSI6ImM0NzFiZDZiLTMyYmUtNDk5Zi1iNjU5LTA1MTgwODk5OTZiMyJ9.,2023-08-12 09:30:22 UTC
6.0,80,40,1.0,15.0,0.6486486,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzI0NTgsImp0aSI6ImM0NzFiZDZiLTMyYmUtNDk5Zi1iNjU5LTA1MTgwODk5OTZiMyJ9.,2023-08-12 09:30:27 UTC
7.0,83,45,1.0,15.0,0.6829268,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzI0NTgsImp0aSI6ImM0NzFiZDZiLTMyYmUtNDk5Zi1iNjU5LTA1MTgwODk5OTZiMyJ9.,2023-08-12 09:30:32 UTC
8.0,94,50,1.0,15.0,0.680851,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzI0NTgsImp0aSI6ImM0NzFiZDZiLTMyYmUtNDk5Zi1iNjU5LTA1MTgwODk5OTZiMyJ9.,2023-08-12 09:30:37 UTC
9.0,107,55,1.0,15.0,0.6981132,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzI0NTgsImp0aSI6ImM0NzFiZDZiLTMyYmUtNDk5Zi1iNjU5LTA1MTgwODk5OTZiMyJ9.,2023-08-12 09:30:42 UTC
10.0,116,60,1.0,15.0,0.6666667,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzI0NTgsImp0aSI6ImM0NzFiZDZiLTMyYmUtNDk5Zi1iNjU5LTA1MTgwODk5OTZiMyJ9.,2023-08-12 09:30:47 UTC
10.0,116,65,1.0,15.0,0.65625,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzI0NTgsImp0aSI6ImM0NzFiZDZiLTMyYmUtNDk5Zi1iNjU5LTA1MTgwODk5OTZiMyJ9.,2023-08-12 09:30:52 UTC
13.0,125,70,1.0,15.0,0.6666667,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzI0NTgsImp0aSI6ImM0NzFiZDZiLTMyYmUtNDk5Zi1iNjU5LTA1MTgwODk5OTZiMyJ9.,2023-08-12 09:30:57 UTC
13.0,127,75,1.0,15.0,0.6666667,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzI0NTgsImp0aSI6ImM0NzFiZDZiLTMyYmUtNDk5Zi1iNjU5LTA1MTgwODk5OTZiMyJ9.,2023-08-12 09:31:02 UTC
17.0,128,80,2.0,30.0,0.6736842,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzI0NTgsImp0aSI6ImM0NzFiZDZiLTMyYmUtNDk5Zi1iNjU5LTA1MTgwODk5OTZiMyJ9.,2023-08-12 09:31:07 UTC
19.0,137,85,2.0,30.0,0.6481481,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzI0NTgsImp0aSI6ImM0NzFiZDZiLTMyYmUtNDk5Zi1iNjU5LTA1MTgwODk5OTZiMyJ9.,2023-08-12 09:31:12 UTC
22.0,140,90,2.0,30.0,0.6370968,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzI0NTgsImp0aSI6ImM0NzFiZDZiLTMyYmUtNDk5Zi1iNjU5LTA1MTgwODk5OTZiMyJ9.,2023-08-12 09:31:17 UTC
24.0,145,95,3.0,45.0,0.625,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzI0NTgsImp0aSI6ImM0NzFiZDZiLTMyYmUtNDk5Zi1iNjU5LTA1MTgwODk5OTZiMyJ9.,2023-08-12 09:31:22 UTC
27.0,155,100,3.0,45.0,0.6184211,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzI0NTgsImp0aSI6ImM0NzFiZDZiLTMyYmUtNDk5Zi1iNjU5LTA1MTgwODk5OTZiMyJ9.,2023-08-12 09:31:27 UTC
30.0,155,105,5.0,75.0,0.6280488,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzI0NTgsImp0aSI6ImM0NzFiZDZiLTMyYmUtNDk5Zi1iNjU5LTA1MTgwODk5OTZiMyJ9.,2023-08-12 09:31:32 UTC
30.0,157,110,5.0,75.0,0.6242424,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzI0NTgsImp0aSI6ImM0NzFiZDZiLTMyYmUtNDk5Zi1iNjU5LTA1MTgwODk5OTZiMyJ9.,2023-08-12 09:31:37 UTC
33.0,153,115,5.0,75.0,0.6436782,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzI0NTgsImp0aSI6ImM0NzFiZDZiLTMyYmUtNDk5Zi1iNjU5LTA1MTgwODk5OTZiMyJ9.,2023-08-12 09:31:42 UTC
39.0,163,120,5.0,75.0,0.6467662,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzI0NTgsImp0aSI6ImM0NzFiZDZiLTMyYmUtNDk5Zi1iNjU5LTA1MTgwODk5OTZiMyJ9.,2023-08-12 09:31:47 UTC
42.0,174,125,6.0,90.0,0.6589862,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzI0NTgsImp0aSI6ImM0NzFiZDZiLTMyYmUtNDk5Zi1iNjU5LTA1MTgwODk5OTZiMyJ9.,2023-08-12 09:31:52 UTC
46.0,179,130,6.0,90.0,0.6681223,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzI0NTgsImp0aSI6ImM0NzFiZDZiLTMyYmUtNDk5Zi1iNjU5LTA1MTgwODk5OTZiMyJ9.,2023-08-12 09:31:57 UTC
50.0,180,135,6.0,90.0,0.6735537,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzI0NTgsImp0aSI6ImM0NzFiZDZiLTMyYmUtNDk5Zi1iNjU5LTA1MTgwODk5OTZiMyJ9.,2023-08-12 09:32:02 UTC
51.0,188,140,6.0,90.0,0.668,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzI0NTgsImp0aSI6ImM0NzFiZDZiLTMyYmUtNDk5Zi1iNjU5LTA1MTgwODk5OTZiMyJ9.,2023-08-12 09:32:07 UTC
51.0,185,145,8.0,120.0,0.668,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzI0NTgsImp0aSI6ImM0NzFiZDZiLTMyYmUtNDk5Zi1iNjU5LTA1MTgwODk5OTZiMyJ9.,2023-08-12 09:32:12 UTC
0.0,4,5,0.0,0.0,0.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzMwNzksImp0aSI6IjdhZWY0YmE3LTAzZTYtNDBlNC04ZjE2LTU2MjU2NmIyZDU4NyJ9.,2023-08-12 09:40:04 UTC
3.0,30,10,2.0,30.0,0.6,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzMwNzksImp0aSI6IjdhZWY0YmE3LTAzZTYtNDBlNC04ZjE2LTU2MjU2NmIyZDU4NyJ9.,2023-08-12 09:40:09 UTC
4.0,34,15,2.0,30.0,0.5925926,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzMwNzksImp0aSI6IjdhZWY0YmE3LTAzZTYtNDBlNC04ZjE2LTU2MjU2NmIyZDU4NyJ9.,2023-08-12 09:40:24 UTC
5.0,48,20,2.0,30.0,0.6060606,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzMwNzksImp0aSI6IjdhZWY0YmE3LTAzZTYtNDBlNC04ZjE2LTU2MjU2NmIyZDU4NyJ9.,2023-08-12 09:40:29 UTC
6.0,65,25,2.0,30.0,0.6315789,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzMwNzksImp0aSI6IjdhZWY0YmE3LTAzZTYtNDBlNC04ZjE2LTU2MjU2NmIyZDU4NyJ9.,2023-08-12 09:40:34 UTC
7.0,79,30,2.0,30.0,0.6041667,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzMwNzksImp0aSI6IjdhZWY0YmE3LTAzZTYtNDBlNC04ZjE2LTU2MjU2NmIyZDU4NyJ9.,2023-08-12 09:40:39 UTC
8.0,99,35,2.0,30.0,0.5818182,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzMwNzksImp0aSI6IjdhZWY0YmE3LTAzZTYtNDBlNC04ZjE2LTU2MjU2NmIyZDU4NyJ9.,2023-08-12 09:40:44 UTC
10.0,112,40,2.0,30.0,0.6153846,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzMwNzksImp0aSI6IjdhZWY0YmE3LTAzZTYtNDBlNC04ZjE2LTU2MjU2NmIyZDU4NyJ9.,2023-08-12 09:40:49 UTC
11.0,123,45,2.0,30.0,0.5714286,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzMwNzksImp0aSI6IjdhZWY0YmE3LTAzZTYtNDBlNC04ZjE2LTU2MjU2NmIyZDU4NyJ9.,2023-08-12 09:40:54 UTC
11.0,137,50,2.0,30.0,0.5714286,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzMwNzksImp0aSI6IjdhZWY0YmE3LTAzZTYtNDBlNC04ZjE2LTU2MjU2NmIyZDU4NyJ9.,2023-08-12 09:40:59 UTC
12.0,156,55,2.0,30.0,0.5747126,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzMwNzksImp0aSI6IjdhZWY0YmE3LTAzZTYtNDBlNC04ZjE2LTU2MjU2NmIyZDU4NyJ9.,2023-08-12 09:41:04 UTC
13.0,169,60,2.0,30.0,0.5591398,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzMwNzksImp0aSI6IjdhZWY0YmE3LTAzZTYtNDBlNC04ZjE2LTU2MjU2NmIyZDU4NyJ9.,2023-08-12 09:41:09 UTC
13.0,164,65,2.0,30.0,0.5591398,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzMwNzksImp0aSI6IjdhZWY0YmE3LTAzZTYtNDBlNC04ZjE2LTU2MjU2NmIyZDU4NyJ9.,2023-08-12 09:41:14 UTC
15.0,163,70,2.0,30.0,0.5794392,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzMwNzksImp0aSI6IjdhZWY0YmE3LTAzZTYtNDBlNC04ZjE2LTU2MjU2NmIyZDU4NyJ9.,2023-08-12 09:41:19 UTC
16.0,167,75,2.0,30.0,0.5765766,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzMwNzksImp0aSI6IjdhZWY0YmE3LTAzZTYtNDBlNC04ZjE2LTU2MjU2NmIyZDU4NyJ9.,2023-08-12 09:41:24 UTC
17.0,164,80,2.0,30.0,0.5811966,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzMwNzksImp0aSI6IjdhZWY0YmE3LTAzZTYtNDBlNC04ZjE2LTU2MjU2NmIyZDU4NyJ9.,2023-08-12 09:41:29 UTC
19.0,164,85,3.0,45.0,0.59375,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzMwNzksImp0aSI6IjdhZWY0YmE3LTAzZTYtNDBlNC04ZjE2LTU2MjU2NmIyZDU4NyJ9.,2023-08-12 09:41:34 UTC
21.0,163,90,3.0,45.0,0.6214285,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzMwNzksImp0aSI6IjdhZWY0YmE3LTAzZTYtNDBlNC04ZjE2LTU2MjU2NmIyZDU4NyJ9.,2023-08-12 09:41:39 UTC
23.0,167,95,4.0,60.0,0.6216216,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzMwNzksImp0aSI6IjdhZWY0YmE3LTAzZTYtNDBlNC04ZjE2LTU2MjU2NmIyZDU4NyJ9.,2023-08-12 09:41:44 UTC
26.0,171,100,7.0,105.0,0.6407186,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzMwNzksImp0aSI6IjdhZWY0YmE3LTAzZTYtNDBlNC04ZjE2LTU2MjU2NmIyZDU4NyJ9.,2023-08-12 09:41:49 UTC
0.0,2,5,0.0,0.0,0.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzM0MjUsImp0aSI6IjZiODczNWEyLTljNGEtNDc2OS05Y2FmLWFiMWFmYjIwYjk0ZSJ9.,2023-08-12 09:46:00 UTC
0.0,14,10,1.0,15.0,0.6,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzM0MjUsImp0aSI6IjZiODczNWEyLTljNGEtNDc2OS05Y2FmLWFiMWFmYjIwYjk0ZSJ9.,2023-08-12 09:46:15 UTC
3.0,21,15,1.0,15.0,0.7058824,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzM0MjUsImp0aSI6IjZiODczNWEyLTljNGEtNDc2OS05Y2FmLWFiMWFmYjIwYjk0ZSJ9.,2023-08-12 09:46:20 UTC
4.0,42,20,1.0,15.0,0.6956522,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzM0MjUsImp0aSI6IjZiODczNWEyLTljNGEtNDc2OS05Y2FmLWFiMWFmYjIwYjk0ZSJ9.,2023-08-12 09:46:25 UTC
4.0,55,25,1.0,15.0,0.7083333,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzM0MjUsImp0aSI6IjZiODczNWEyLTljNGEtNDc2OS05Y2FmLWFiMWFmYjIwYjk0ZSJ9.,2023-08-12 09:46:30 UTC
5.0,62,30,1.0,15.0,0.7407407,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzM0MjUsImp0aSI6IjZiODczNWEyLTljNGEtNDc2OS05Y2FmLWFiMWFmYjIwYjk0ZSJ9.,2023-08-12 09:46:35 UTC
7.0,73,35,1.0,15.0,0.7368421,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzM0MjUsImp0aSI6IjZiODczNWEyLTljNGEtNDc2OS05Y2FmLWFiMWFmYjIwYjk0ZSJ9.,2023-08-12 09:46:40 UTC
8.0,94,40,1.0,15.0,0.7555556,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzM0MjUsImp0aSI6IjZiODczNWEyLTljNGEtNDc2OS05Y2FmLWFiMWFmYjIwYjk0ZSJ9.,2023-08-12 09:46:45 UTC
9.0,101,45,1.0,15.0,0.75,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzM0MjUsImp0aSI6IjZiODczNWEyLTljNGEtNDc2OS05Y2FmLWFiMWFmYjIwYjk0ZSJ9.,2023-08-12 09:46:50 UTC
10.0,111,50,1.0,15.0,0.7407407,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzM0MjUsImp0aSI6IjZiODczNWEyLTljNGEtNDc2OS05Y2FmLWFiMWFmYjIwYjk0ZSJ9.,2023-08-12 09:46:55 UTC
10.0,124,55,1.0,15.0,0.7454545,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE4MzM0MjUsImp0aSI6IjZiODczNWEyLTljNGEtNDc2OS05Y2FmLWFiMWFmYjIwYjk0ZSJ9.,2023-08-12 09:47:00 UTC
